,Actual,Predicted
6591,6000.0,6754.4001630132525
9089,9100.0,10545.643462042364
7352,11600.0,9541.066949229642
7798,32500.0,26876.882124107695
3948,11800.0,9118.608681651767
1803,14700.0,12436.960412788734
5307,32900.0,24307.417158919423
6912,10700.0,8864.955300088573
6080,17700.0,12014.393712379082
6516,4800.0,6141.643720750789
8688,17700.0,12915.145722133762
6935,13500.0,13565.883735516434
1253,13700.0,8915.190040778189
1369,7200.0,7095.173671421029
7608,18300.0,13416.21671784787
3024,2500.0,4544.330976663423
217,28400.0,31100.589532545186
1005,7000.0,6388.160996300961
9228,12100.0,11955.287638040942
1783,3100.0,5469.776906365325
4974,8600.0,9744.752542373813
2254,8800.0,8465.164189803063
5156,10200.0,8808.103517111647
5371,28400.0,26056.972839517384
9443,10900.0,6915.064929342855
6495,2700.0,8260.884181127616
8168,8100.0,10569.986472892673
7508,10600.0,10112.448412175412
675,13600.0,11191.873030880732
2111,28900.0,22772.77479453407
2249,7900.0,7705.639713335894
7493,18900.0,26261.789849074125
1438,20000.0,22829.58533522408
6468,3600.0,6102.837364652966
229,9100.0,8498.747240401884
7931,5300.0,6263.110934616877
2149,15600.0,13374.410503442883
6562,6400.0,12064.513293336373
8342,7200.0,8968.25029746872
1957,10500.0,12496.995048467934
2083,8500.0,9214.665215905115
7403,13600.0,10751.562402566713
2769,3900.0,4312.682938398721
7739,7900.0,6889.452541122603
209,12300.0,10638.361388956706
7336,10900.0,7065.248405230814
2982,25300.0,25504.604676579987
3777,10000.0,7739.283398352171
8465,9300.0,12147.061571086904
3717,14000.0,9810.362725346677
6398,27700.0,26197.949123047307
4170,8800.0,6742.408411015482
4295,7700.0,4887.709587469416
8579,7600.0,8915.59485240687
4848,12700.0,9709.292764165062
1314,12100.0,10157.599873067607
4469,11600.0,11121.356788878149
2362,8600.0,5776.02656900338
1728,10800.0,7168.991094894702
5321,10500.0,11154.06491080021
337,10600.0,8761.592007173133
4477,8300.0,8517.168161095611
3107,26100.0,28316.254397162567
7349,28300.0,22785.91261494744
3085,32100.0,27676.34024847276
3035,8000.0,5605.366075947827
6521,32200.0,24172.147322301582
8316,26800.0,24583.043293069633
1918,12500.0,11132.792180176524
8944,14200.0,11476.617150346456
5402,11200.0,9025.339739489233
6837,5300.0,11496.310996704775
1226,11300.0,12660.890840196158
2673,10500.0,8683.402298235647
96,5700.0,9175.651197415915
4618,10400.0,9396.38915250132
6043,12200.0,13880.719756477023
6086,12100.0,12340.459093092946
3544,11200.0,11108.621143364195
7774,18900.0,13630.186348741872
7604,19500.0,26753.93445119237
3065,7300.0,10301.642221251646
3309,5800.0,4430.263527925937
8764,13400.0,8958.362555162963
3441,2500.0,8284.64049920888
1017,4800.0,7356.871816943495
5835,35100.0,24584.777377648064
2884,10100.0,12030.835238471345
4504,8800.0,11002.988435941674
1599,7000.0,8533.645173475577
3320,10500.0,8748.947108997352
350,10200.0,11808.997948117834
8791,5800.0,4717.176233640415
9478,19000.0,22371.187458343353
5357,9900.0,10740.66856149137
7915,17800.0,13383.143429310765
1922,2500.0,5628.279568769764
6207,6800.0,7460.6914127759865
7818,7400.0,9753.04498745702
8701,5300.0,6847.980785008507
2922,2900.0,4590.78243018947
1210,2500.0,5713.401224404095
564,8700.0,7536.5316876263905
5265,13400.0,9867.291045740863
5283,9200.0,5041.167971579745
9055,8900.0,8306.234971192082
8807,14400.0,10529.6250539668
3949,5900.0,8460.582242679735
5857,13200.0,11917.486281434707
9231,12600.0,10773.844791748148
2592,6900.0,8498.747240401884
6211,17900.0,13651.646496403546
5817,10100.0,12702.565742478142
8993,7200.0,10965.687044504306
742,3900.0,13235.104879591752
180,11600.0,10659.155675159478
1115,7200.0,5535.846184135902
4375,10500.0,11306.07607717458
9126,13200.0,12272.970256869341
2108,2500.0,5740.464473532662
2861,4900.0,9322.312997915524
3815,7700.0,4576.646483143187
349,26000.0,24104.65352295801
513,6900.0,9687.596741645317
1691,9900.0,6322.841744964061
5049,7500.0,11984.385240080144
7829,2500.0,5919.65818070536
6112,11000.0,9812.196254606324
7635,11200.0,11112.124139215504
9194,9300.0,8060.998055645592
4162,5100.0,4738.748478393287
7216,8600.0,12676.98813399679
81,4700.0,7053.402826234145
1323,6300.0,9499.329633055977
8602,12300.0,11402.915253589023
4845,24700.0,26192.407009865554
3238,15200.0,10848.197304957524
1614,6300.0,9138.700108349225
4039,14600.0,9925.611613980145
831,6500.0,4957.423504029063
7133,29000.0,27867.806168887546
3834,10100.0,11260.702830325012
1501,7900.0,10776.76566894113
4630,5300.0,7356.871816943495
2876,6100.0,8803.504312221481
5466,10700.0,11820.300276873833
4567,13500.0,11132.792180176524
8856,10400.0,9847.15944313
3332,12500.0,9204.743145171487
132,2500.0,6113.7116471235
4269,27500.0,27660.091045148332
1649,18000.0,12435.311763999467
8451,3700.0,6437.913328365901
3297,5400.0,6283.034101883339
8772,3600.0,4460.20886283077
2210,8900.0,7709.543682444445
4981,9100.0,10994.937881572661
7596,9900.0,5946.610372303337
5336,10000.0,9414.576570259038
7645,10100.0,6821.616596901951
6422,2500.0,5269.304994820983
